 


Threshold Search
CHAMPAIGN WILLARD AP (IL)
17019
Lat/Lon/Elev: 40.0397/-88.2778/754
Years: 1972 to 2019
Limited to: 01/01 - 12/31 and 00:00 - 24:00
Criterion: Dew Point Temperature (F) greater than 75
Mode: Chronological list of hours meeting criteria
29,496 out of 376,600 hours missing (7.8%)
2011-07-22,21:53,76
2011-07-22,22:53,76
2011-07-22,23:53,76
2011-07-23,00:53,76
2011-07-23,01:53,76
2011-07-23,06:53,76
2011-07-23,07:53,76
2011-07-23,08:53,77
2011-07-23,09:53,78
2011-07-23,10:53,76
2011-07-23,11:53,76
2011-07-23,12:53,76
2011-07-23,15:53,76
2011-07-23,16:53,76
2011-07-23,17:53,77
2011-07-23,18:53,78
2011-07-23,19:53,78
2011-07-23,20:53,77
2011-07-23,21:53,77
2011-07-23,22:53,76
2011-07-23,23:53,76
2011-07-24,07:53,77
2011-07-26,07:53,76
2011-07-26,08:53,76
2011-07-26,09:53,77
2011-07-26,10:53,76
2011-07-26,11:53,76
2011-07-27,08:53,76
2011-07-27,09:53,76
2011-07-27,10:53,76
2011-07-27,11:53,77
2011-07-27,12:53,76
2011-07-27,13:53,76
2011-07-27,15:53,76
2011-07-27,16:53,76
2011-07-27,17:53,76
2011-07-27,18:53,77
2011-07-27,19:53,76
2011-07-27,20:53,76
2011-07-27,21:53,76
2011-07-28,09:53,76
2011-07-29,15:53,76
2011-07-30,18:53,76
2011-07-30,19:53,76
2011-07-31,18:53,76
2011-08-01,17:53,76
2011-08-01,18:53,78
2011-08-02,09:53,76
2011-08-02,11:53,76
2011-08-03,03:53,76
2011-08-03,04:53,76
2011-08-03,05:53,76
2011-08-03,06:53,76
2011-08-06,18:53,76
2011-08-07,07:53,76
2011-08-07,09:53,76
2012-06-29,06:53,76
2012-06-29,07:53,79
2012-06-29,08:53,81
2012-06-29,09:53,80
2012-06-29,10:53,79
2012-06-29,13:53,77
2012-06-29,16:53,77
2012-06-29,17:53,77
2012-06-29,18:53,79
2012-06-29,19:53,77
2012-07-01,09:53,76
2012-07-01,10:53,77
2012-07-01,11:53,77
2012-07-01,16:53,76
2012-07-01,17:53,77
2012-07-01,18:53,77
2012-07-02,09:53,76
2012-07-02,16:53,76
2012-07-03,19:53,76
2012-07-04,17:53,77
2012-07-04,18:53,78
2012-07-05,17:53,76
2012-07-05,18:53,77
2012-07-05,19:53,76
2012-07-06,17:53,80
2012-07-06,18:53,81
2012-07-06,19:53,78
2012-07-06,20:53,77
2012-07-06,21:53,76
2012-07-07,08:53,76
2012-07-07,17:53,78
2012-07-07,18:53,80
2012-07-07,19:53,78
2012-07-17,17:53,76
2012-07-18,19:53,77
2012-08-04,08:53,76
2012-08-04,09:53,77
2012-08-04,10:53,76
2013-07-09,11:53,76
2013-07-09,13:53,76
2013-07-09,15:53,77
2013-07-09,16:53,77
2013-07-09,17:53,77
2013-07-09,18:53,77
2013-07-09,19:53,76
2013-07-09,20:53,76
2013-07-09,21:53,76
2013-07-10,06:53,76
2013-07-18,17:53,76
2013-07-18,18:53,77
2013-07-18,19:53,76
2013-08-30,09:53,76
2013-08-30,10:53,76
2013-08-30,17:53,76
2013-08-30,18:53,76
2013-08-31,10:53,76
2013-08-31,11:53,76
2013-08-31,12:53,76
2014-06-30,12:53,77
2014-06-30,13:53,77
2014-06-30,14:53,78
2014-06-30,16:53,76
2014-06-30,17:53,76
2014-07-07,17:53,76
2014-07-07,18:53,76
2014-07-12,15:53,77
2014-07-12,16:53,76
2014-07-12,17:53,77
2014-07-12,19:53,76
2014-07-12,20:53,76
2014-07-26,12:53,76
2014-07-26,13:53,76
2014-07-26,14:53,77
2014-07-26,15:53,77
2014-08-21,12:53,76
2014-08-21,13:53,76
2014-08-21,14:53,76
2014-08-21,15:53,76
2014-08-21,16:53,76
2014-08-21,17:53,77
2014-08-21,18:53,77
2014-08-21,20:53,76
2014-08-22,17:53,76
2014-08-23,08:53,77
2014-08-23,09:53,78
2014-08-23,10:53,78
2014-08-23,11:53,78
2014-08-23,12:53,78
2014-08-24,09:53,76
2014-08-24,10:53,77
2014-08-24,11:51,79
2014-08-24,12:53,78
2014-08-24,13:53,79
2014-08-24,14:51,79
2014-08-24,15:53,79
2014-08-24,16:53,79
2014-08-24,17:53,79
2014-08-24,18:53,78
2014-08-24,19:53,76
2014-08-25,07:53,76
2014-08-25,08:53,78
2014-08-25,09:53,79
2014-08-25,10:53,79
2014-08-25,11:53,79
2014-08-25,12:53,77
2014-08-25,13:53,77
2014-08-25,14:53,77
2014-08-25,15:53,78
2014-08-25,16:53,78
2014-08-26,09:53,77
2014-08-26,10:53,78
2014-08-26,11:53,78
2014-08-26,12:53,76
2014-08-26,13:53,78
2014-08-26,14:53,76
2014-08-26,15:53,76
2015-06-12,15:53,76
2015-06-22,13:53,77
2015-06-22,14:53,76
2015-06-22,17:53,76
2015-06-22,18:53,76
2015-07-12,15:53,76
2015-07-12,18:53,76
2015-07-13,08:53,76
2015-07-13,12:53,78
2015-07-13,13:53,80
2015-07-13,14:53,80
2015-07-13,15:53,81
2015-07-13,16:53,80
2015-07-13,17:53,80
2015-07-13,18:53,78
2015-07-13,19:53,78
2015-07-13,20:53,78
2015-07-13,21:53,78
2015-07-17,08:53,76
2015-07-17,09:53,76
2015-07-17,10:53,77
2015-07-17,11:53,78
2015-07-17,12:53,78
2015-07-17,13:53,78
2015-07-17,14:53,79
2015-07-17,15:53,78
2015-07-17,16:53,77
2015-07-17,17:53,77
2015-07-17,18:53,79
2015-07-17,19:53,77
2015-07-17,20:53,76
2015-07-18,06:53,76
2015-07-18,07:53,77
2015-07-18,08:53,77
2015-07-18,09:53,76
2015-07-18,10:53,77
2015-07-18,11:53,78
2015-07-18,12:53,78
2015-07-18,13:53,78
2015-07-18,14:53,77
2015-07-18,15:53,76
2015-07-18,16:53,77
2015-07-18,17:53,76
2015-07-18,18:53,78
2015-07-18,19:53,76
2015-07-28,07:53,76
2015-07-29,11:53,76
2016-06-15,09:53,76
2016-06-15,10:53,77
2016-06-15,11:53,77
2016-06-15,12:53,77
2016-06-22,17:53,76
2016-06-23,08:53,76
2016-07-13,13:53,76
2016-07-17,13:53,76
2016-07-17,14:53,76
2016-07-18,18:53,76
2016-07-20,18:53,76
2016-07-21,07:53,76
2016-07-21,08:53,76
2016-07-21,09:53,77
2016-07-21,10:53,78
2016-07-21,11:53,80
2016-07-21,12:53,80
2016-07-21,13:53,79
2016-07-21,14:53,79
2016-07-21,15:53,79
2016-07-21,16:53,79
2016-07-21,17:53,80
2016-07-21,18:53,79
2016-07-21,19:53,78
2016-07-21,20:53,77
2016-07-21,21:53,78
2016-07-21,22:53,77
2016-07-23,08:53,76
2016-07-23,10:53,76
2016-07-23,12:53,76
2016-07-23,13:53,76
2016-07-23,14:53,78
2016-07-23,15:53,77
2016-07-23,16:53,77
2016-07-23,17:53,78
2016-07-23,18:53,77
2016-07-23,19:53,76
2016-07-23,20:53,76
2016-07-23,21:53,76
2016-07-24,06:53,76
2016-07-24,07:53,77
2016-07-24,08:53,78
2016-07-24,09:53,78
2016-07-24,10:53,78
2016-07-24,11:53,78
2016-07-24,12:53,77
2016-07-24,13:53,78
2016-07-24,14:53,79
2016-07-24,15:53,79
2016-07-24,16:53,79
2016-07-24,17:53,79
2016-07-24,18:53,78
2016-07-24,19:50,77
2016-07-24,20:51,79
2016-08-04,17:53,76
2016-08-11,07:53,76
2016-08-11,08:53,78
2016-08-11,09:53,76
2016-08-11,10:53,78
2016-08-11,11:53,77
2016-08-11,12:53,77
2016-08-11,13:53,77
2016-08-11,14:53,77
2016-08-11,15:53,77
2016-08-11,16:53,77
2016-08-11,17:53,76
2016-08-11,18:53,76
2016-08-12,07:53,76
2016-08-12,08:53,77
2016-08-12,09:53,77
2016-08-12,10:53,77
2016-08-12,12:53,76
2016-08-12,13:53,77
2016-08-12,14:53,77
2016-08-12,15:53,78
2016-08-12,16:53,78
2016-08-12,17:53,77
2016-08-24,11:53,76
2016-08-24,12:53,76
2016-08-28,09:53,76
2017-07-11,16:53,77
2017-07-11,18:53,76
2017-07-12,10:53,76
2017-07-12,11:53,77
2017-07-12,12:53,76
2017-07-12,13:53,77
2017-07-12,14:53,77
2017-07-12,15:53,76
2017-07-12,16:53,77
2017-07-12,17:53,78
2017-07-12,18:53,77
2017-07-19,11:53,76
2017-07-19,12:53,76
2017-07-19,13:53,76
2017-07-19,14:53,76
2017-07-19,17:53,77
2017-07-19,18:53,78
2017-07-19,19:53,76
2017-07-20,11:53,77
2017-07-20,12:53,78
2017-07-20,13:53,77
2017-07-20,14:53,76
2017-07-20,15:53,77
2017-07-20,16:53,76
2017-07-20,20:53,76
2017-07-20,21:53,76
2017-07-20,22:53,76
2017-07-21,11:53,77
2017-07-21,12:53,79
2017-07-21,13:53,79
2017-07-21,14:53,80
2017-07-21,15:50,81
2017-07-21,16:51,79
2017-07-21,17:53,76
2017-07-21,18:53,79
2017-07-21,22:53,77
2017-07-21,23:53,76
2017-07-22,14:53,78
2017-07-22,15:53,78
2017-07-22,16:53,78
2017-07-22,17:53,77
2017-07-22,18:53,78
2017-07-22,19:53,76
2017-07-22,20:53,76
2017-07-22,21:53,76
2017-07-22,22:53,76
2017-07-26,14:53,76
2017-07-26,15:53,76
2017-07-26,16:53,77
2017-07-26,17:53,77
2017-07-26,18:53,76
2017-07-26,19:53,76
2017-07-26,20:53,77
2017-07-26,21:53,77
2017-07-27,13:53,76
2017-07-27,15:53,76
2018-06-12,18:53,76
2018-06-15,15:53,76
2018-06-15,17:53,78
2018-06-15,18:53,77
2018-06-15,19:53,76
2018-06-16,09:53,76
2018-06-16,17:53,77
2018-06-16,18:53,77
2018-06-17,09:53,76
2018-06-17,10:53,76
2018-06-17,12:53,76
2018-06-17,13:53,76
2018-06-17,17:53,76
2018-06-17,18:53,76
2018-06-17,19:53,76
2018-06-17,20:53,76
2018-06-17,21:53,76
2018-06-18,09:53,76
2018-06-18,10:53,77
2018-06-18,11:53,77
2018-06-18,12:53,77
2018-06-18,13:53,77
2018-06-18,14:53,77
2018-06-18,15:53,76
2018-06-18,16:53,76
2018-06-18,17:53,76
2018-06-18,18:53,78
2018-06-18,19:53,77
2018-06-18,21:53,76
2018-06-19,10:53,77
2018-06-29,10:53,76
2018-06-29,11:53,78
2018-06-29,12:53,78
2018-06-29,13:53,79
2018-06-29,14:53,79
2018-06-29,15:53,80
2018-06-29,16:53,79
2018-06-29,17:53,80
2018-06-29,18:53,79
2018-06-29,19:53,78
2018-06-29,20:53,77
2018-06-29,21:53,77
2018-06-29,22:53,76
2018-06-30,06:53,77
2018-06-30,07:53,77
2018-06-30,08:53,77
2018-06-30,09:53,78
2018-06-30,10:53,78
2018-06-30,11:53,79
2018-06-30,12:53,78
2018-06-30,13:53,78
2018-06-30,14:53,77
2018-06-30,15:53,76
2018-06-30,16:53,76
2018-06-30,17:53,77
2018-06-30,18:53,76
2018-07-01,07:53,76
2018-07-01,08:53,76
2018-07-01,09:53,78
2018-07-01,10:53,77
2018-07-01,11:53,76
2018-07-01,12:53,78
2018-07-01,13:53,76
2018-07-01,16:53,76
2018-07-03,08:53,77
2018-07-03,09:53,78
2018-07-03,10:53,78
2018-07-03,11:53,79
2018-07-03,12:53,79
2018-07-03,13:53,79
2018-07-03,14:53,79
2018-07-03,15:53,78
2018-07-03,16:53,77
2018-07-03,17:53,77
2018-07-03,18:53,77
2018-07-03,19:53,77
2018-07-04,06:53,76
2018-07-04,07:53,77
2018-07-04,08:53,78
2018-07-04,09:53,79
2018-07-04,10:53,79
2018-07-04,11:53,78
2018-07-04,12:53,78
2018-07-04,13:53,76
2018-07-04,14:53,77
2018-07-04,15:53,77
2018-07-04,16:53,77
2018-07-04,17:53,77
2018-07-04,18:53,80
2018-07-04,19:53,79
2018-07-04,20:53,78
2018-07-04,21:53,76
2018-07-04,22:53,76
2018-07-05,01:53,76
2018-07-05,05:53,77
2018-07-05,06:53,78
2018-07-05,07:53,78
2018-07-05,08:53,77
2018-07-05,09:53,78
2018-07-05,10:53,78
2018-07-05,11:53,78
2018-07-05,12:51,79
2018-07-09,13:53,76
2018-07-09,18:53,77
2018-07-10,07:53,76
2018-07-10,08:53,78
2018-07-10,09:53,77
2018-07-10,10:53,78
2018-07-10,11:53,77
2018-07-10,12:53,77
2018-07-10,14:53,77
2018-07-10,15:53,76
2018-07-15,14:53,77
2018-07-15,15:53,76
2018-07-16,07:53,76
2018-07-16,08:53,77
2018-07-16,09:53,77
2018-07-16,10:53,76
2018-07-16,11:53,76
2018-07-16,12:53,76
2018-07-16,14:53,76
2018-07-16,15:53,76
2018-08-03,18:53,76
2018-08-06,09:53,76
2018-08-06,10:53,76
2018-08-06,12:53,77
2018-08-06,13:53,78
2018-08-06,14:53,77
2018-08-06,15:53,76
2018-08-06,16:53,77
2018-08-06,17:53,78
2018-08-06,18:53,77
2018-08-06,19:53,76
2018-08-16,14:53,76
2018-08-25,14:53,76
2018-08-25,15:53,76
2018-08-25,16:53,77
2018-08-25,17:53,77
2018-08-25,18:53,76
2018-08-25,19:53,76
2018-08-25,20:53,76
2018-08-25,21:53,76
2018-08-25,22:53,76
2018-08-26,06:53,76
2018-08-26,07:53,77
2018-08-26,08:53,77
2018-08-26,09:53,77
2018-08-26,10:53,77
2018-08-26,11:53,77
2018-08-26,12:53,78
2018-08-26,13:53,77
2018-08-26,14:53,76
2018-08-26,16:53,76
2018-08-26,17:53,76
2018-08-26,18:53,76
2018-08-26,19:53,76


Midwestern Regional Climate Center
cli-MATE: MRCC Application Tools Environment
Generated at: 1/21/2019 2:03:10 PM CST

